time,open,high,low,close,volume
2026-04-15 18:50:00,4798.76,4802.11,4796.92,4797.29,1390
2026-04-15 18:55:00,4797.29,4801.59,4796.96,4799.79,1401
2026-04-15 19:00:00,4799.65,4801.57,4798.04,4801.4,1352
2026-04-15 19:05:00,4801.4,4803.42,4799.73,4802.14,1324
2026-04-15 19:10:00,4802.13,4803.15,4798.74,4798.74,1196
2026-04-15 19:15:00,4798.75,4801.36,4797.76,4801.28,1070
2026-04-15 19:20:00,4801.29,4802.46,4800.08,4801.49,857
2026-04-15 19:25:00,4801.49,4803.19,4801.17,4803.04,968
2026-04-15 19:30:00,4803.04,4803.04,4800.84,4801.3,1129
2026-04-15 19:35:00,4801.31,4801.71,4798.25,4798.3,1190
2026-04-15 19:40:00,4798.31,4798.88,4795.38,4797.11,1548
2026-04-15 19:45:00,4797.06,4799.61,4796.31,4798.99,1227
2026-04-15 19:50:00,4798.97,4801.58,4797.91,4798.89,1701
2026-04-15 19:55:00,4798.98,4799.86,4794.58,4795.81,1819
2026-04-15 20:00:00,4795.91,4796.62,4793.62,4794.15,726
2026-04-15 20:05:00,4794.15,4794.95,4792.79,4794.16,607
2026-04-15 20:10:00,4794.16,4795.24,4792.79,4793.89,528
2026-04-15 20:15:00,4793.84,4794.56,4793.37,4794.25,391
2026-04-15 20:20:00,4794.25,4795.98,4794.14,4794.36,515
2026-04-15 20:25:00,4794.36,4794.76,4793.73,4793.94,517
2026-04-15 20:30:00,4793.93,4793.93,4790.9,4792.21,425
2026-04-15 20:35:00,4792.21,4792.22,4790.22,4791.46,461
2026-04-15 20:40:00,4791.43,4791.54,4790.53,4790.81,554
2026-04-15 20:45:00,4790.81,4793.04,4788.2,4789.73,915
2026-04-15 20:50:00,4789.74,4790.45,4787.84,4788.33,814
2026-04-15 20:55:00,4788.33,4791.29,4787.93,4791.18,834
2026-04-15 22:00:00,4795.46,4799.42,4793.96,4798.42,1365
2026-04-15 22:05:00,4798.41,4798.85,4794.73,4795.81,797
2026-04-15 22:10:00,4795.73,4796.01,4790.98,4792.12,1056
2026-04-15 22:15:00,4792.11,4798.35,4792.01,4797.27,1142
2026-04-15 22:20:00,4797.33,4802.26,4796.57,4800.78,1191
2026-04-15 22:25:00,4800.77,4801.29,4798.49,4801.29,761
2026-04-15 22:30:00,4801.35,4803.56,4800.75,4801.09,882
2026-04-15 22:35:00,4801.06,4802.22,4799.25,4802.16,961
2026-04-15 22:40:00,4802.16,4802.22,4800.67,4801.48,635
2026-04-15 22:45:00,4801.48,4805.63,4801.35,4804.14,960
2026-04-15 22:50:00,4804.12,4810.66,4803.56,4810.48,972
2026-04-15 22:55:00,4810.48,4811.97,4807.54,4807.61,809
2026-04-15 23:00:00,4807.6,4810.08,4807.52,4809.56,746
2026-04-15 23:05:00,4809.55,4810.97,4808.46,4810.14,618
2026-04-15 23:10:00,4810.14,4813.26,4809.07,4812.71,649
2026-04-15 23:15:00,4812.71,4814.05,4812.43,4812.78,565
2026-04-15 23:20:00,4812.78,4815.73,4812.68,4815.39,587
2026-04-15 23:25:00,4815.39,4815.83,4814.16,4815.03,523
2026-04-15 23:30:00,4815.03,4820.95,4814.53,4820.21,1195
